exchange,version,trade_date,product,night_start,night_end,reason,source_url
SHFE,commodity-v1,2014-05-05,,none,none,no night session before the post-holiday session notice_evening=2014-04-30,https://www.shfe.com.cn/publicnotice/notice/201312/t20131224_790109.html
SHFE,commodity-v1,2014-06-03,,none,none,no night session before the post-holiday session notice_evening=2014-05-30,https://www.shfe.com.cn/publicnotice/notice/201312/t20131224_790109.html
DCE,commodity-v1,2014-09-09,,none,none,no night session before the post-holiday session notice_evening=2014-09-05,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/1988119/index.html
SHFE,commodity-v1,2014-09-09,,none,none,no night session before the post-holiday session notice_evening=2014-09-05,https://www.shfe.com.cn/publicnotice/notice/201312/t20131224_790109.html
DCE,commodity-v1,2014-10-08,,none,none,no night session before the post-holiday session notice_evening=2014-09-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/1987919/index.html
SHFE,commodity-v1,2014-10-08,,none,none,no night session before the post-holiday session notice_evening=2014-09-30,https://www.shfe.com.cn/publicnotice/notice/201312/t20131224_790109.html
CZCE,commodity-v1,2015-01-05,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2014-12-31,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-01-05,,none,none,no night session before the post-holiday session notice_evening=2014-12-31,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-01-05,,none,none,no night session before the post-holiday session notice_evening=2014-12-31,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2015-02-25,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-02-17,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-02-25,,none,none,no night session before the post-holiday session notice_evening=2015-02-17,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-02-25,,none,none,no night session before the post-holiday session notice_evening=2015-02-17,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2015-04-07,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-04-03,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-04-07,,none,none,no night session before the post-holiday session notice_evening=2015-04-03,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-04-07,,none,none,no night session before the post-holiday session notice_evening=2015-04-03,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2015-05-04,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-04-30,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-05-04,,none,none,no night session before the post-holiday session notice_evening=2015-04-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-05-04,,none,none,no night session before the post-holiday session notice_evening=2015-04-30,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2015-06-23,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-06-19,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-06-23,,none,none,no night session before the post-holiday session notice_evening=2015-06-19,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-06-23,,none,none,no night session before the post-holiday session notice_evening=2015-06-19,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2015-09-07,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-09-02,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-09-07,,none,none,no night session before the post-holiday session notice_evening=2015-09-02,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5011746/index.html
SHFE,commodity-v1,2015-09-07,,none,none,no night session before the post-holiday session notice_evening=2015-09-02,https://www.shfe.com.cn/publicnotice/notice/201508/t20150825_791123.html
CZCE,commodity-v1,2015-09-28,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-09-25,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-09-28,,none,none,no night session before the post-holiday session notice_evening=2015-09-25,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-09-28,,none,none,no night session before the post-holiday session notice_evening=2015-09-25,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2015-10-08,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-09-30,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2015-10-08,,none,none,no night session before the post-holiday session notice_evening=2015-09-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/2285977/index.html
SHFE,commodity-v1,2015-10-08,,none,none,no night session before the post-holiday session notice_evening=2015-09-30,https://www.shfe.com.cn/publicnotice/notice/201412/t20141224_790742.html
CZCE,commodity-v1,2016-01-04,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2015-12-31,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-01-04,,none,none,no night session before the post-holiday session notice_evening=2015-12-31,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-01-04,,none,none,no night session before the post-holiday session notice_evening=2015-12-31,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2016-02-15,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-02-05,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-02-15,,none,none,no night session before the post-holiday session notice_evening=2016-02-05,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-02-15,,none,none,no night session before the post-holiday session notice_evening=2016-02-05,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2016-04-05,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-04-01,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-04-05,,none,none,no night session before the post-holiday session notice_evening=2016-04-01,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-04-05,,none,none,no night session before the post-holiday session notice_evening=2016-04-01,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2016-05-03,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-04-29,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-05-03,,none,none,no night session before the post-holiday session notice_evening=2016-04-29,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-05-03,,none,none,no night session before the post-holiday session notice_evening=2016-04-29,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2016-06-13,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-06-08,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-06-13,,none,none,no night session before the post-holiday session notice_evening=2016-06-08,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-06-13,,none,none,no night session before the post-holiday session notice_evening=2016-06-08,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2016-09-19,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-09-14,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-09-19,,none,none,no night session before the post-holiday session notice_evening=2016-09-14,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-09-19,,none,none,no night session before the post-holiday session notice_evening=2016-09-14,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2016-10-10,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-09-30,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2016-10-10,,none,none,no night session before the post-holiday session notice_evening=2016-09-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/5029417/index.html
SHFE,commodity-v1,2016-10-10,,none,none,no night session before the post-holiday session notice_evening=2016-09-30,https://www.shfe.com.cn/publicnotice/notice/201512/t20151224_791285.html
CZCE,commodity-v1,2017-01-03,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2016-12-30,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2017-01-03,,none,none,no night session before the post-holiday session notice_evening=2016-12-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6024178/index.html
SHFE,commodity-v1,2017-01-03,,none,none,no night session before the post-holiday session notice_evening=2016-12-30,https://www.shfe.com.cn/publicnotice/notice/201612/t20161223_792067.html
CZCE,commodity-v1,2017-02-03,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2017-01-26,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2017-02-03,,none,none,no night session before the post-holiday session notice_evening=2017-01-26,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6024178/index.html
SHFE,commodity-v1,2017-02-03,,none,none,no night session before the post-holiday session notice_evening=2017-01-26,https://www.shfe.com.cn/publicnotice/notice/201612/t20161223_792067.html
CZCE,commodity-v1,2017-04-05,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2017-03-31,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2017-04-05,,none,none,no night session before the post-holiday session notice_evening=2017-03-31,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6024178/index.html
SHFE,commodity-v1,2017-04-05,,none,none,no night session before the post-holiday session notice_evening=2017-03-31,https://www.shfe.com.cn/publicnotice/notice/201612/t20161223_792067.html
CZCE,commodity-v1,2017-05-02,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2017-04-28,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2017-05-02,,none,none,no night session before the post-holiday session notice_evening=2017-04-28,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6024178/index.html
SHFE,commodity-v1,2017-05-02,,none,none,no night session before the post-holiday session notice_evening=2017-04-28,https://www.shfe.com.cn/publicnotice/notice/201612/t20161223_792067.html
CZCE,commodity-v1,2017-05-31,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2017-05-26,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2017-05-31,,none,none,no night session before the post-holiday session notice_evening=2017-05-26,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6024178/index.html
SHFE,commodity-v1,2017-05-31,,none,none,no night session before the post-holiday session notice_evening=2017-05-26,https://www.shfe.com.cn/publicnotice/notice/201612/t20161223_792067.html
CZCE,commodity-v1,2017-10-09,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2017-09-29,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2017-10-09,,none,none,no night session before the post-holiday session notice_evening=2017-09-29,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6024178/index.html
SHFE,commodity-v1,2017-10-09,,none,none,no night session before the post-holiday session notice_evening=2017-09-29,https://www.shfe.com.cn/publicnotice/notice/201612/t20161223_792067.html
CZCE,commodity-v1,2018-02-22,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2018-02-14,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-02-22,,none,none,no night session before the post-holiday session notice_evening=2018-02-14,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
SHFE,commodity-v1,2018-02-22,,none,none,no night session before the post-holiday session notice_evening=2018-02-14,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2018-04-09,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2018-04-04,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-04-09,,none,none,no night session before the post-holiday session notice_evening=2018-04-04,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
SHFE,commodity-v1,2018-04-09,,none,none,no night session before the post-holiday session notice_evening=2018-04-04,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2018-05-02,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2018-04-27,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-05-02,,none,none,no night session before the post-holiday session notice_evening=2018-04-27,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
SHFE,commodity-v1,2018-05-02,,none,none,no night session before the post-holiday session notice_evening=2018-04-27,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2018-06-19,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2018-06-15,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-06-19,,none,none,no night session before the post-holiday session notice_evening=2018-06-15,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
SHFE,commodity-v1,2018-06-19,,none,none,no night session before the post-holiday session notice_evening=2018-06-15,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2018-09-25,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2018-09-21,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-09-25,,none,none,no night session before the post-holiday session notice_evening=2018-09-21,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
INE,commodity-v1,2018-09-25,,none,none,no night session before the post-holiday session notice_evening=2018-09-21,https://www.ine.cn/publicnotice/notice/201803/t20180314_811180.html
SHFE,commodity-v1,2018-09-25,,none,none,no night session before the post-holiday session notice_evening=2018-09-21,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2018-10-08,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2018-09-28,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2018-10-08,,none,none,no night session before the post-holiday session notice_evening=2018-09-28,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6082201/index.html
INE,commodity-v1,2018-10-08,,none,none,no night session before the post-holiday session notice_evening=2018-09-28,https://www.ine.cn/publicnotice/notice/201803/t20180314_811180.html
SHFE,commodity-v1,2018-10-08,,none,none,no night session before the post-holiday session notice_evening=2018-09-28,https://www.shfe.com.cn/publicnotice/notice/201712/t20171222_792839.html
CZCE,commodity-v1,2019-02-11,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-02-01,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2019-02-11,,none,none,no night session before the post-holiday session notice_evening=2019-02-01,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6144646/index.html
INE,commodity-v1,2019-02-11,,none,none,no night session before the post-holiday session notice_evening=2019-02-01,https://www.ine.cn/publicnotice/notice/201812/t20181221_811566.html
SHFE,commodity-v1,2019-02-11,,none,none,no night session before the post-holiday session notice_evening=2019-02-01,https://www.shfe.com.cn/publicnotice/notice/201812/t20181221_794040.html
CZCE,commodity-v1,2019-04-08,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-04-04,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2019-04-08,,none,none,no night session before the post-holiday session notice_evening=2019-04-04,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6144646/index.html
INE,commodity-v1,2019-04-08,,none,none,no night session before the post-holiday session notice_evening=2019-04-04,https://www.ine.cn/publicnotice/notice/201812/t20181221_811566.html
SHFE,commodity-v1,2019-04-08,,none,none,no night session before the post-holiday session notice_evening=2019-04-04,https://www.shfe.com.cn/publicnotice/notice/201812/t20181221_794040.html
CZCE,commodity-v1,2019-05-06,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-04-30,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2019-05-06,,none,none,no night session before the post-holiday session notice_evening=2019-04-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6159945/index.html
INE,commodity-v1,2019-05-06,,none,none,no night session before the post-holiday session notice_evening=2019-04-30,https://www.ine.cn/publicnotice/notice/201904/t20190415_811704.html
SHFE,commodity-v1,2019-05-06,,none,none,no night session before the post-holiday session notice_evening=2019-04-30,https://www.shfe.com.cn/publicnotice/notice/201904/t20190415_794430.html
CZCE,commodity-v1,2019-06-10,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-06-06,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2019-06-10,,none,none,no night session before the post-holiday session notice_evening=2019-06-06,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6144646/index.html
INE,commodity-v1,2019-06-10,,none,none,no night session before the post-holiday session notice_evening=2019-06-06,https://www.ine.cn/publicnotice/notice/201812/t20181221_811566.html
SHFE,commodity-v1,2019-06-10,,none,none,no night session before the post-holiday session notice_evening=2019-06-06,https://www.shfe.com.cn/publicnotice/notice/201812/t20181221_794040.html
CZCE,commodity-v1,2019-09-16,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-09-12,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2019-09-16,,none,none,no night session before the post-holiday session notice_evening=2019-09-12,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6144646/index.html
INE,commodity-v1,2019-09-16,,none,none,no night session before the post-holiday session notice_evening=2019-09-12,https://www.ine.cn/publicnotice/notice/201812/t20181221_811566.html
SHFE,commodity-v1,2019-09-16,,none,none,no night session before the post-holiday session notice_evening=2019-09-12,https://www.shfe.com.cn/publicnotice/notice/201812/t20181221_794040.html
CZCE,commodity-v1,2019-10-08,,none,none,no night session on the first trading day after a statutory holiday per the exchange standing rule notice_evening=2019-09-30,https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2019-10-08,,none,none,no night session before the post-holiday session notice_evening=2019-09-30,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6144646/index.html
INE,commodity-v1,2019-10-08,,none,none,no night session before the post-holiday session notice_evening=2019-09-30,https://www.ine.cn/publicnotice/notice/201812/t20181221_811566.html
SHFE,commodity-v1,2019-10-08,,none,none,no night session before the post-holiday session notice_evening=2019-09-30,https://www.shfe.com.cn/publicnotice/notice/201812/t20181221_794040.html
CZCE,commodity-v1,2020-02-03,,none,none,"no night session on the first trading day after a statutory holiday per the exchange standing rule, spring festival reopening revised to 2020-02-03 notice_evening=2020-01-23",https://www.czce.com.cn/cn/rootfiles/2014/11/24/1415698818159779-1415698818161921.pdf
DCE,commodity-v1,2020-02-03,,none,none,"no night session before the post-holiday session, spring festival reopening revised to 2020-02-03 notice_evening=2020-01-23",http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6201818/index.html
INE,commodity-v1,2020-02-03,,none,none,"no night session before the post-holiday session, spring festival reopening revised to 2020-02-03 notice_evening=2020-01-23",https://www.ine.cn/publicnotice/notice/201912/t20191224_812027.html
SHFE,commodity-v1,2020-02-03,,none,none,"no night session before the post-holiday session, spring festival reopening revised to 2020-02-03 notice_evening=2020-01-23",https://www.shfe.com.cn/publicnotice/notice/201912/t20191224_795447.html
CZCE,commodity-v1,2020-02-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-03,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-03,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-03,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-04,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-03,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-04,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-04,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-04,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-05,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-04,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-05,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-05,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-05,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-06,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-05,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-06,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-06,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-06,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-07,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-06,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-07,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-07,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-07,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-10,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-07,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-10,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-10,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-10,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-11,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-10,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
CZCE,commodity-v1,2020-02-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-11,http://www.czce.com.cn/cn/gyjys/jysdt/ggytz/webinfo/2020/02/1572884629536892.htm
DCE,commodity-v1,2020-02-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-11,http://qhxy.dce.com.cn/dalianshangpin/ywfw/jystz/ywtz/6204446/index.html
INE,commodity-v1,2020-02-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-11,https://www.ine.cn/publicnotice/notice/202002/t20200202_812084.html
SHFE,commodity-v1,2020-02-12,,none,none,no night session during the exchange-wide suspension announced for 2020-02-03 evening notice_evening=2020-02-11,https://www.shfe.com.cn/publicnotice/notice/202002/t20200202_795584.html
